day;type;value_buy;value_sell
4/8/2020;Blue;123.00;128.00
3/8/2020;Oficial;72.00;77.00
3/8/2020;Blue;131.00;136.00
31/7/2020;Oficial;71.00;76.00
31/7/2020;Blue;131.00;136.00
30/7/2020;Oficial;71.00;76.00
30/7/2020;Blue;131.00;136.00
29/7/2020;Oficial;71.00;76.00
29/7/2020;Blue;130.00;135.00
28/7/2020;Oficial;71.00;76.00
28/7/2020;Blue;130.00;135.00
27/7/2020;Oficial;71.00;76.00
27/7/2020;Blue;131.00;136.00
24/7/2020;Oficial;71.00;76.00
24/7/2020;Blue;134.00;139.00
23/7/2020;Oficial;71.00;76.00
23/7/2020;Blue;131.00;136.00
22/7/2020;Oficial;71.00;76.00
22/7/2020;Blue;128.00;133.00
21/7/2020;Oficial;71.00;76.00
21/7/2020;Blue;127.00;132.00
20/7/2020;Oficial;71.00;76.00
20/7/2020;Blue;125.00;130.00
17/7/2020;Oficial;70.00;75.00
17/7/2020;Blue;125.00;130.00
16/7/2020;Oficial;70.00;75.00
16/7/2020;Blue;120.00;130.00
15/7/2020;Oficial;70.00;75.00
15/7/2020;Blue;117.00;127.00
14/7/2020;Oficial;70.00;75.00
14/7/2020;Blue;117.00;127.00
13/7/2020;Oficial;70.00;75.00
13/7/2020;Blue;117.00;127.00
10/7/2020;Oficial;70.00;75.00
10/7/2020;Blue;117.00;127.00
9/7/2020;Oficial;70.00;75.00
9/7/2020;Blue;117.00;127.00
8/7/2020;Oficial;70.00;75.00
8/7/2020;Blue;117.00;127.00
7/7/2020;Oficial;70.00;75.00
7/7/2020;Blue;117.00;127.00
6/7/2020;Oficial;70.00;75.00
6/7/2020;Blue;117.00;127.00
3/7/2020;Oficial;69.00;74.00
3/7/2020;Blue;117.00;127.00
2/7/2020;Oficial;69.00;74.00
2/7/2020;Blue;119.00;129.00
1/7/2020;Oficial;69.00;74.00
1/7/2020;Blue;118.00;128.00
30/6/2020;Oficial;69.00;74.00
30/6/2020;Blue;116.00;126.00
29/6/2020;Oficial;69.00;74.00
29/6/2020;Blue;119.00;129.00
26/6/2020;Oficial;69.00;74.00
26/6/2020;Blue;119.00;129.00
25/6/2020;Oficial;69.00;74.00
25/6/2020;Blue;118.00;128.00
24/6/2020;Oficial;69.00;74.00
24/6/2020;Blue;118.00;128.00
23/6/2020;Oficial;68.00;73.00
23/6/2020;Blue;117.00;127.00
22/6/2020;Oficial;68.00;73.00
22/6/2020;Blue;117.00;127.00
19/6/2020;Oficial;68.00;73.00
19/6/2020;Blue;118.00;128.00
18/6/2020;Oficial;68.00;73.00
18/6/2020;Blue;117.00;127.00
17/6/2020;Oficial;68.00;73.00
17/6/2020;Blue;114.00;124.00
16/6/2020;Oficial;68.00;73.00
16/6/2020;Blue;115.00;125.00
15/6/2020;Oficial;68.00;72.00
15/6/2020;Blue;116.00;126.00
12/6/2020;Oficial;68.00;72.00
12/6/2020;Blue;116.00;126.00
11/6/2020;Oficial;67.00;72.00
11/6/2020;Blue;113.00;123.00
10/6/2020;Oficial;67.00;72.00
10/6/2020;Blue;114.00;124.00
9/6/2020;Oficial;67.00;72.00
9/6/2020;Blue;114.00;124.00
8/6/2020;Oficial;67.00;72.00
8/6/2020;Blue;115.00;125.00
5/6/2020;Oficial;66.00;71.00
5/6/2020;Blue;115.00;125.00
4/6/2020;Oficial;66.00;71.00
4/6/2020;Blue;113.00;123.00
3/6/2020;Oficial;66.00;71.00
3/6/2020;Blue;113.00;123.00
2/6/2020;Oficial;66.00;71.00
2/6/2020;Blue;114.00;124.00
1/6/2020;Oficial;66.00;71.00
1/6/2020;Blue;118.00;128.00
29/5/2020;Oficial;66.00;71.00
29/5/2020;Blue;115.00;125.00
28/5/2020;Oficial;66.00;71.00
28/5/2020;Blue;114.00;124.00
27/5/2020;Oficial;66.00;71.00
27/5/2020;Blue;117.00;127.00
26/5/2020;Oficial;66.00;71.00
26/5/2020;Blue;119.00;129.00
25/5/2020;Oficial;66.00;71.00
25/5/2020;Blue;116.00;126.00
22/5/2020;Oficial;65.00;70.00
22/5/2020;Blue;116.00;126.00
21/5/2020;Oficial;65.00;70.00
21/5/2020;Blue;115.00;125.00
20/5/2020;Oficial;65.00;70.00
20/5/2020;Blue;114.00;124.00
19/5/2020;Oficial;65.00;70.00
19/5/2020;Blue;114.00;124.00
18/5/2020;Oficial;65.00;70.00
18/5/2020;Blue;119.00;129.00
17/5/2020;Oficial;65.00;70.00
17/5/2020;Blue;128.00;138.00
16/5/2020;Oficial;65.00;70.00
16/5/2020;Blue;128.00;138.00
15/5/2020;Oficial;65.00;70.00
15/5/2020;Blue;128.00;138.00
14/5/2020;Oficial;66.00;70.00
14/5/2020;Blue;125.00;135.00
13/5/2020;Oficial;65.00;70.00
13/5/2020;Blue;119.00;129.00
12/5/2020;Oficial;65.00;69.00
12/5/2020;Blue;115.00;125.00
11/5/2020;Oficial;65.00;70.00
11/5/2020;Blue;113.00;123.00
10/5/2020;Oficial;65.00;70.00
10/5/2020;Blue;112.00;122.00
9/5/2020;Oficial;65.00;70.00
9/5/2020;Blue;112.00;122.00
8/5/2020;Oficial;65.00;70.00
8/5/2020;Blue;112.00;122.00
7/5/2020;Oficial;64.00;69.00
7/5/2020;Blue;112.00;122.00
6/5/2020;Oficial;64.00;69.00
6/5/2020;Blue;111.00;121.00
5/5/2020;Oficial;64.00;69.00
5/5/2020;Blue;110.00;120.00
4/5/2020;Oficial;64.00;69.00
4/5/2020;Blue;109.00;119.00
3/5/2020;Oficial;64.00;69.00
3/5/2020;Blue;108.00;118.00
2/5/2020;Oficial;64.00;69.00
2/5/2020;Blue;108.00;118.00
1/5/2020;Oficial;64.00;69.00
1/5/2020;Blue;108.00;118.00
30/4/2020;Oficial;64.00;69.00
30/4/2020;Blue;110.00;120.00
29/4/2020;Oficial;64.00;69.00
29/4/2020;Blue;111.00;121.00
28/4/2020;Oficial;64.00;69.00
28/4/2020;Blue;109.00;119.00
27/4/2020;Oficial;64.00;69.00
27/4/2020;Blue;107.00;117.00
26/4/2020;Oficial;64.00;69.00
26/4/2020;Blue;107.00;117.00
25/4/2020;Oficial;64.00;69.00
25/4/2020;Blue;107.00;117.00
24/4/2020;Oficial;64.00;69.00
24/4/2020;Blue;108.00;118.00
23/4/2020;Oficial;63.00;68.00
23/4/2020;Blue;106.00;116.00
22/4/2020;Oficial;63.00;68.00
22/4/2020;Blue;99.00;108.00
21/4/2020;Oficial;63.00;68.00
21/4/2020;Blue;97.00;106.00
20/4/2020;Oficial;63.00;68.00
20/4/2020;Blue;96.00;105.00
19/4/2020;Oficial;63.00;68.00
19/4/2020;Blue;96.00;105.00
18/4/2020;Oficial;63.00;68.00
18/4/2020;Blue;96.00;105.00
17/4/2020;Oficial;63.00;68.00
17/4/2020;Blue;95.00;102.00
16/4/2020;Oficial;63.00;68.00
16/4/2020;Blue;92.00;98.00
15/4/2020;Oficial;63.00;68.00
15/4/2020;Blue;87.00;92.00
14/4/2020;Oficial;62.00;67.00
14/4/2020;Blue;85.00;90.00
13/4/2020;Oficial;62.00;67.00
13/4/2020;Blue;82.00;87.00
12/4/2020;Oficial;62.00;67.00
12/4/2020;Blue;80.00;85.00
11/4/2020;Oficial;62.00;67.00
11/4/2020;Blue;80.00;85.00
10/4/2020;Oficial;62.00;67.00
10/4/2020;Blue;80.00;85.00
9/4/2020;Oficial;62.00;67.00
9/4/2020;Blue;80.00;85.00
8/4/2020;Oficial;63.00;68.00
8/4/2020;Blue;80.00;85.00
7/4/2020;Oficial;62.00;67.00
7/4/2020;Blue;80.00;85.00
6/4/2020;Oficial;62.00;67.00
6/4/2020;Blue;79.00;84.00
5/4/2020;Oficial;62.00;67.00
5/4/2020;Blue;78.00;84.00
4/4/2020;Oficial;62.00;67.00
4/4/2020;Blue;78.00;84.00
3/4/2020;Oficial;62.00;67.00
3/4/2020;Blue;78.00;84.00
2/4/2020;Oficial;62.00;67.00
2/4/2020;Blue;79.00;84.00
1/4/2020;Oficial;62.00;67.00
1/4/2020;Blue;79.00;84.00
31/3/2020;Oficial;62.00;67.00
31/3/2020;Blue;78.00;84.00
30/3/2020;Oficial;61.00;67.00
30/3/2020;Blue;78.00;84.00
29/3/2020;Oficial;61.00;66.00
29/3/2020;Blue;78.00;84.00
28/3/2020;Oficial;61.00;66.00
28/3/2020;Blue;78.00;84.00
27/3/2020;Oficial;61.00;66.00
27/3/2020;Blue;79.00;84.00
26/3/2020;Oficial;61.00;66.00
26/3/2020;Blue;80.00;84.00
25/3/2020;Oficial;61.00;66.00
25/3/2020;Blue;80.00;85.00
24/3/2020;Oficial;61.00;66.00
24/3/2020;Blue;80.00;86.00
23/3/2020;Oficial;61.00;66.00
23/3/2020;Blue;80.00;86.00
22/3/2020;Oficial;61.00;66.00
22/3/2020;Blue;80.00;86.00
21/3/2020;Oficial;61.00;66.00
21/3/2020;Blue;80.00;86.00
20/3/2020;Oficial;61.00;66.00
20/3/2020;Blue;81.00;86.00
19/3/2020;Oficial;61.00;66.00
19/3/2020;Blue;83.00;88.00
18/3/2020;Oficial;60.00;65.00
18/3/2020;Blue;83.00;87.00
17/3/2020;Oficial;60.00;65.00
17/3/2020;Blue;81.00;85.00
16/3/2020;Oficial;60.00;65.00
16/3/2020;Blue;80.00;84.00
15/3/2020;Oficial;60.00;65.00
15/3/2020;Blue;80.00;84.00
14/3/2020;Oficial;60.00;65.00
14/3/2020;Blue;80.00;84.00
13/3/2020;Oficial;60.00;65.00
13/3/2020;Blue;79.00;83.00
12/3/2020;Oficial;60.00;65.00
12/3/2020;Blue;77.00;81.00
11/3/2020;Oficial;60.00;65.00
11/3/2020;Blue;76.00;80.00
10/3/2020;Oficial;60.00;65.00
10/3/2020;Blue;76.00;80.00
9/3/2020;Oficial;60.00;65.00
9/3/2020;Blue;75.00;79.00
8/3/2020;Oficial;60.00;65.00
8/3/2020;Blue;74.00;78.00
7/3/2020;Oficial;60.00;65.00
7/3/2020;Blue;74.00;78.00
6/3/2020;Oficial;60.00;65.00
6/3/2020;Blue;74.00;78.00
5/3/2020;Oficial;59.00;64.00
5/3/2020;Blue;74.00;78.00
4/3/2020;Oficial;60.00;65.00
4/3/2020;Blue;74.00;78.00
3/3/2020;Oficial;59.00;64.00
3/3/2020;Blue;74.00;78.00
2/3/2020;Oficial;59.00;64.00
2/3/2020;Blue;74.00;78.00
1/3/2020;Oficial;59.00;64.00
1/3/2020;Blue;74.00;78.00
29/2/2020;Oficial;59.00;64.00
29/2/2020;Blue;74.00;78.00
28/2/2020;Oficial;59.00;64.00
28/2/2020;Blue;74.00;78.00
27/2/2020;Oficial;59.00;64.00
27/2/2020;Blue;75.00;79.00
26/2/2020;Oficial;59.00;64.00
26/2/2020;Blue;75.00;79.00
25/2/2020;Oficial;59.00;64.00
25/2/2020;Blue;75.00;79.00
24/2/2020;Oficial;59.00;64.00
24/2/2020;Blue;75.00;79.00
23/2/2020;Oficial;59.00;64.00
23/2/2020;Blue;75.00;79.00
22/2/2020;Oficial;59.00;64.00
22/2/2020;Blue;75.00;79.00
21/2/2020;Oficial;59.00;64.00
21/2/2020;Blue;75.00;79.00
20/2/2020;Oficial;59.00;64.00
20/2/2020;Blue;75.00;79.00
19/2/2020;Oficial;59.00;64.00
19/2/2020;Blue;75.00;79.00
18/2/2020;Oficial;59.00;64.00
18/2/2020;Blue;74.00;78.00
17/2/2020;Oficial;58.00;64.00
17/2/2020;Blue;74.00;78.00
16/2/2020;Oficial;58.00;64.00
16/2/2020;Blue;74.00;78.00
15/2/2020;Oficial;58.00;64.00
15/2/2020;Blue;74.00;78.00
14/2/2020;Oficial;58.00;64.00
14/2/2020;Blue;75.00;79.00
13/2/2020;Oficial;58.00;64.00
13/2/2020;Blue;75.00;79.00
12/2/2020;Oficial;58.00;64.00
12/2/2020;Blue;74.00;78.00
11/2/2020;Oficial;57.00;63.00
11/2/2020;Blue;73.00;77.00
10/2/2020;Oficial;57.00;63.00
10/2/2020;Blue;73.00;77.00
9/2/2020;Oficial;57.00;63.00
9/2/2020;Blue;74.00;78.00
8/2/2020;Oficial;57.00;63.00
8/2/2020;Blue;74.00;78.00
7/2/2020;Oficial;57.00;63.00
7/2/2020;Blue;74.00;78.00
6/2/2020;Oficial;57.00;63.00
6/2/2020;Blue;74.00;78.00
5/2/2020;Oficial;58.00;63.00
5/2/2020;Blue;74.00;78.00
4/2/2020;Oficial;58.00;63.00
4/2/2020;Blue;74.00;78.00
3/2/2020;Oficial;58.00;63.00
3/2/2020;Blue;75.00;78.00
2/2/2020;Oficial;58.00;63.00
2/2/2020;Blue;74.00;78.00
1/2/2020;Oficial;58.00;63.00
1/2/2020;Blue;74.00;78.00
31/1/2020;Oficial;58.00;63.00
31/1/2020;Blue;74.00;78.00
30/1/2020;Oficial;58.00;63.00
30/1/2020;Blue;74.00;78.00
29/1/2020;Oficial;58.00;63.00
29/1/2020;Blue;74.00;78.00
28/1/2020;Oficial;58.00;63.00
28/1/2020;Blue;74.00;78.00
27/1/2020;Oficial;58.00;63.00
27/1/2020;Blue;74.00;78.00
26/1/2020;Oficial;58.00;63.00
26/1/2020;Blue;74.00;78.00
25/1/2020;Oficial;58.00;63.00
25/1/2020;Blue;74.00;78.00
24/1/2020;Oficial;58.00;63.00
24/1/2020;Blue;74.00;78.00
23/1/2020;Oficial;58.00;63.00
23/1/2020;Blue;74.00;78.00
22/1/2020;Oficial;58.00;63.00
22/1/2020;Blue;74.00;78.00
21/1/2020;Oficial;58.00;63.00
21/1/2020;Blue;74.00;78.00
20/1/2020;Oficial;58.00;63.00
20/1/2020;Blue;74.00;78.00
19/1/2020;Oficial;58.00;63.00
19/1/2020;Blue;74.00;78.00
18/1/2020;Oficial;58.00;63.00
18/1/2020;Blue;74.00;78.00
17/1/2020;Oficial;58.00;63.00
17/1/2020;Blue;74.00;78.00
16/1/2020;Oficial;58.00;63.00
16/1/2020;Blue;74.00;78.00
15/1/2020;Oficial;58.00;63.00
15/1/2020;Blue;74.00;78.00
14/1/2020;Oficial;58.00;63.00
14/1/2020;Blue;72.00;77.00
13/1/2020;Oficial;58.00;63.00
13/1/2020;Blue;72.00;76.00
12/1/2020;Oficial;58.00;63.00
12/1/2020;Blue;72.00;76.00
11/1/2020;Oficial;58.00;63.00
11/1/2020;Blue;72.00;76.00
10/1/2020;Oficial;58.00;63.00
10/1/2020;Blue;72.00;76.00
9/1/2020;Oficial;58.00;63.00
9/1/2020;Blue;72.00;76.00
8/1/2020;Oficial;58.00;63.00
8/1/2020;Blue;71.00;76.00
7/1/2020;Oficial;58.00;63.00
7/1/2020;Blue;72.00;77.00
6/1/2020;Oficial;58.00;63.00
6/1/2020;Blue;72.00;77.00
5/1/2020;Oficial;58.00;63.00
5/1/2020;Blue;72.00;77.00
4/1/2020;Oficial;58.00;63.00
4/1/2020;Blue;72.00;77.00
3/1/2020;Oficial;58.00;63.00
3/1/2020;Blue;72.00;77.00
2/1/2020;Oficial;58.00;63.00
2/1/2020;Blue;73.00;78.00
1/1/2020;Oficial;58.00;63.00
1/1/2020;Blue;74.00;78.00
31/12/2019;Oficial;58.00;63.00
31/12/2019;Blue;74.00;78.00
30/12/2019;Oficial;58.00;63.00
30/12/2019;Blue;74.00;78.00
29/12/2019;Oficial;58.00;63.00
29/12/2019;Blue;74.00;78.00
28/12/2019;Oficial;58.00;63.00
28/12/2019;Blue;74.00;78.00
27/12/2019;Oficial;58.00;63.00
27/12/2019;Blue;74.00;79.00
26/12/2019;Oficial;58.00;63.00
26/12/2019;Blue;74.00;78.00
25/12/2019;Oficial;58.00;63.00
25/12/2019;Blue;72.00;77.00
24/12/2019;Oficial;58.00;63.00
24/12/2019;Blue;72.00;77.00
23/12/2019;Oficial;58.00;63.00
23/12/2019;Blue;71.00;76.00
22/12/2019;Oficial;58.00;63.00
22/12/2019;Blue;70.00;75.00
21/12/2019;Oficial;58.00;63.00
21/12/2019;Blue;70.00;75.00
20/12/2019;Oficial;58.00;63.00
20/12/2019;Blue;72.00;76.00
19/12/2019;Oficial;58.00;63.00
19/12/2019;Blue;72.00;76.00
18/12/2019;Oficial;58.00;63.00
18/12/2019;Blue;70.00;75.00
17/12/2019;Oficial;58.00;63.00
17/12/2019;Blue;68.00;73.00
16/12/2019;Oficial;58.00;63.00
16/12/2019;Blue;65.00;70.00
15/12/2019;Oficial;58.00;63.00
15/12/2019;Blue;62.00;67.00
14/12/2019;Oficial;58.00;63.00
14/12/2019;Blue;62.00;67.00
13/12/2019;Oficial;58.00;63.00
13/12/2019;Blue;62.00;67.00
12/12/2019;Oficial;58.00;63.00
12/12/2019;Blue;64.00;68.00
11/12/2019;Oficial;58.00;63.00
11/12/2019;Blue;65.00;69.00
10/12/2019;Oficial;59.00;63.00
10/12/2019;Blue;66.00;70.00
9/12/2019;Oficial;59.00;63.00
9/12/2019;Blue;68.00;71.00
8/12/2019;Oficial;58.00;63.00
8/12/2019;Blue;68.00;71.00
7/12/2019;Oficial;58.00;63.00
7/12/2019;Blue;68.00;71.00
6/12/2019;Oficial;58.00;63.00
6/12/2019;Blue;67.00;70.00
5/12/2019;Oficial;59.00;63.00
5/12/2019;Blue;66.00;69.00
4/12/2019;Oficial;58.00;63.00
4/12/2019;Blue;65.00;69.00
3/12/2019;Oficial;58.00;63.00
3/12/2019;Blue;64.00;68.00
2/12/2019;Oficial;58.00;63.00
2/12/2019;Blue;65.00;69.00
1/12/2019;Oficial;58.00;63.00
1/12/2019;Blue;66.00;69.00
30/11/2019;Oficial;58.00;63.00
30/11/2019;Blue;66.00;69.00
29/11/2019;Oficial;58.00;63.00
29/11/2019;Blue;66.00;70.00
28/11/2019;Oficial;58.00;63.00
28/11/2019;Blue;66.00;69.00
27/11/2019;Oficial;58.00;63.00
27/11/2019;Blue;66.00;69.00
26/11/2019;Oficial;58.00;63.00
26/11/2019;Blue;65.00;68.00
25/11/2019;Oficial;58.00;63.00
25/11/2019;Blue;65.00;68.00
24/11/2019;Oficial;58.00;63.00
24/11/2019;Blue;66.00;68.00
23/11/2019;Oficial;58.00;63.00
23/11/2019;Blue;66.00;68.00
22/11/2019;Oficial;58.00;63.00
22/11/2019;Blue;64.00;67.00
21/11/2019;Oficial;58.00;63.00
21/11/2019;Blue;64.00;67.00
20/11/2019;Oficial;58.00;63.00
20/11/2019;Blue;63.00;66.00
19/11/2019;Oficial;58.00;63.00
19/11/2019;Blue;64.00;67.00
18/11/2019;Oficial;58.00;63.00
18/11/2019;Blue;64.00;67.00
17/11/2019;Oficial;58.00;63.00
17/11/2019;Blue;64.00;67.00
16/11/2019;Oficial;58.00;63.00
16/11/2019;Blue;64.00;67.00
15/11/2019;Oficial;58.00;63.00
15/11/2019;Blue;64.00;67.00
14/11/2019;Oficial;58.00;63.00
14/11/2019;Blue;64.00;67.00
13/11/2019;Oficial;58.00;63.00
13/11/2019;Blue;63.00;66.00
12/11/2019;Oficial;58.00;63.00
12/11/2019;Blue;62.00;65.00
11/11/2019;Oficial;58.00;63.00
11/11/2019;Blue;62.00;65.00
10/11/2019;Oficial;58.00;63.00
10/11/2019;Blue;62.00;65.00
9/11/2019;Oficial;58.00;63.00
9/11/2019;Blue;62.00;65.00
8/11/2019;Oficial;58.00;63.00
8/11/2019;Blue;61.00;64.00
7/11/2019;Oficial;58.00;63.00
7/11/2019;Blue;62.00;65.00
6/11/2019;Oficial;58.00;63.00
6/11/2019;Blue;62.00;65.00
5/11/2019;Oficial;58.00;63.00
5/11/2019;Blue;62.00;65.00
4/11/2019;Oficial;58.00;63.00
4/11/2019;Blue;64.00;67.00
3/11/2019;Oficial;58.00;63.00
3/11/2019;Blue;64.00;68.00
2/11/2019;Oficial;58.00;63.00
2/11/2019;Blue;64.00;68.00
1/11/2019;Oficial;58.00;63.00
1/11/2019;Blue;65.00;68.00
31/10/2019;Oficial;58.00;63.00
31/10/2019;Blue;65.00;68.00
30/10/2019;Oficial;58.00;63.00
30/10/2019;Blue;64.00;67.00
29/10/2019;Oficial;58.00;63.00
29/10/2019;Blue;68.00;71.00
28/10/2019;Oficial;60.00;64.00
28/10/2019;Blue;72.00;75.00
27/10/2019;Oficial;61.00;65.00
27/10/2019;Blue;72.00;76.00
26/10/2019;Oficial;61.00;65.00
26/10/2019;Blue;72.00;76.00
25/10/2019;Oficial;60.00;64.00
25/10/2019;Blue;69.00;72.00
24/10/2019;Oficial;59.00;63.00
24/10/2019;Blue;67.00;70.00
23/10/2019;Oficial;58.00;62.00
23/10/2019;Blue;65.00;68.00
22/10/2019;Oficial;57.00;61.00
22/10/2019;Blue;64.00;67.00
21/10/2019;Oficial;57.00;61.00
21/10/2019;Blue;63.00;66.00
20/10/2019;Oficial;57.00;61.00
20/10/2019;Blue;62.00;65.00
19/10/2019;Oficial;57.00;61.00
19/10/2019;Blue;62.00;65.00
18/10/2019;Oficial;57.00;61.00
18/10/2019;Blue;64.00;67.00
17/10/2019;Oficial;57.00;61.00
17/10/2019;Blue;63.00;66.00
16/10/2019;Oficial;56.00;60.00
16/10/2019;Blue;62.00;64.00
15/10/2019;Oficial;56.00;60.00
15/10/2019;Blue;62.00;64.00
14/10/2019;Oficial;56.00;60.00
14/10/2019;Blue;62.00;64.00
13/10/2019;Oficial;56.00;60.00
13/10/2019;Blue;62.00;64.00
12/10/2019;Oficial;56.00;60.00
12/10/2019;Blue;62.00;64.00
11/10/2019;Oficial;56.00;60.00
11/10/2019;Blue;61.00;63.00
10/10/2019;Oficial;56.00;60.00
10/10/2019;Blue;60.00;62.00
9/10/2019;Oficial;56.00;60.00
9/10/2019;Blue;59.00;62.00
8/10/2019;Oficial;56.00;60.00
8/10/2019;Blue;58.00;61.00
7/10/2019;Oficial;56.00;60.00
7/10/2019;Blue;58.00;61.00
6/10/2019;Oficial;56.00;60.00
6/10/2019;Blue;58.00;61.00
5/10/2019;Oficial;56.00;60.00
5/10/2019;Blue;58.00;61.00
4/10/2019;Oficial;56.00;60.00
4/10/2019;Blue;58.00;61.00
3/10/2019;Oficial;56.00;60.00
3/10/2019;Blue;58.00;61.00
2/10/2019;Oficial;56.00;60.00
2/10/2019;Blue;58.00;61.00
1/10/2019;Oficial;56.00;60.00
1/10/2019;Blue;58.00;61.00
30/9/2019;Oficial;56.00;60.00
30/9/2019;Blue;58.00;61.00
29/9/2019;Oficial;56.00;60.00
29/9/2019;Blue;58.00;62.00
28/9/2019;Oficial;56.00;60.00
28/9/2019;Blue;58.00;62.00
27/9/2019;Oficial;56.00;60.00
27/9/2019;Blue;59.00;62.00
26/9/2019;Oficial;55.00;59.00
26/9/2019;Blue;59.00;62.00
25/9/2019;Oficial;55.00;59.00
25/9/2019;Blue;59.00;62.00
24/9/2019;Oficial;55.00;59.00
24/9/2019;Blue;60.00;62.00
23/9/2019;Oficial;55.00;59.00
23/9/2019;Blue;59.00;63.00
22/9/2019;Oficial;55.00;59.00
22/9/2019;Blue;59.00;63.00
21/9/2019;Oficial;55.00;59.00
21/9/2019;Blue;59.00;63.00
20/9/2019;Oficial;55.00;59.00
20/9/2019;Blue;59.00;63.00
19/9/2019;Oficial;55.00;59.00
19/9/2019;Blue;60.00;63.00
18/9/2019;Oficial;55.00;59.00
18/9/2019;Blue;59.00;62.00
17/9/2019;Oficial;55.00;59.00
17/9/2019;Blue;59.00;62.00
16/9/2019;Oficial;55.00;59.00
16/9/2019;Blue;58.00;62.00
15/9/2019;Oficial;54.00;58.00
15/9/2019;Blue;58.00;62.00
14/9/2019;Oficial;54.00;58.00
14/9/2019;Blue;58.00;62.00
13/9/2019;Oficial;54.00;58.00
13/9/2019;Blue;56.00;61.00
12/9/2019;Oficial;54.00;58.00
12/9/2019;Blue;55.00;59.00
11/9/2019;Oficial;54.00;58.00
11/9/2019;Blue;55.00;59.00
10/9/2019;Oficial;54.00;58.00
10/9/2019;Blue;55.00;59.00
9/9/2019;Oficial;54.00;58.00
9/9/2019;Blue;55.00;59.00
8/9/2019;Oficial;54.00;58.00
8/9/2019;Blue;55.00;59.00
7/9/2019;Oficial;54.00;58.00
7/9/2019;Blue;55.00;59.00
6/9/2019;Oficial;54.00;58.00
6/9/2019;Blue;54.00;59.00
5/9/2019;Oficial;54.00;58.00
5/9/2019;Blue;54.00;59.00
4/9/2019;Oficial;53.00;58.00
4/9/2019;Blue;56.00;60.00
3/9/2019;Oficial;53.00;58.00
3/9/2019;Blue;59.00;63.00
2/9/2019;Oficial;56.00;60.00
2/9/2019;Blue;60.00;63.00
1/9/2019;Oficial;58.00;62.00
1/9/2019;Blue;60.00;63.00
31/8/2019;Oficial;58.00;62.00
31/8/2019;Blue;60.00;63.00
30/8/2019;Oficial;57.00;61.00
30/8/2019;Blue;58.00;62.00
29/8/2019;Oficial;56.00;60.00
29/8/2019;Blue;59.00;61.00
28/8/2019;Oficial;56.00;60.00
28/8/2019;Blue;58.00;60.00
27/8/2019;Oficial;54.00;58.00
27/8/2019;Blue;55.00;58.00
26/8/2019;Oficial;53.00;57.00
26/8/2019;Blue;54.00;58.00
25/8/2019;Oficial;52.00;57.00
25/8/2019;Blue;54.00;58.00
24/8/2019;Oficial;52.00;57.00
24/8/2019;Blue;54.00;58.00
23/8/2019;Oficial;52.00;57.00
23/8/2019;Blue;54.00;58.00
22/8/2019;Oficial;52.00;57.00
22/8/2019;Blue;54.00;58.00
21/8/2019;Oficial;52.00;57.00
21/8/2019;Blue;54.00;58.00
20/8/2019;Oficial;53.00;58.00
20/8/2019;Blue;54.00;59.00
19/8/2019;Oficial;53.00;58.00
19/8/2019;Blue;55.00;59.00
18/8/2019;Oficial;53.00;58.00
18/8/2019;Blue;55.00;59.00
17/8/2019;Oficial;53.00;58.00
17/8/2019;Blue;55.00;59.00
16/8/2019;Oficial;54.00;59.00
16/8/2019;Blue;55.00;59.00
15/8/2019;Oficial;56.00;61.00
15/8/2019;Blue;57.00;61.00
14/8/2019;Oficial;55.00;60.00
14/8/2019;Blue;55.00;59.00
13/8/2019;Oficial;52.00;58.00
13/8/2019;Blue;53.00;57.00
12/8/2019;Oficial;49.00;53.00
12/8/2019;Blue;49.00;52.00
11/8/2019;Oficial;44.00;47.00
11/8/2019;Blue;45.00;47.00
10/8/2019;Oficial;44.00;47.00
10/8/2019;Blue;45.00;47.00
9/8/2019;Oficial;44.00;47.00
9/8/2019;Blue;45.00;47.00
8/8/2019;Oficial;44.00;47.00
8/8/2019;Blue;45.00;47.00
7/8/2019;Oficial;44.00;47.00
7/8/2019;Blue;45.00;46.00
6/8/2019;Oficial;44.00;47.00
6/8/2019;Blue;45.00;47.00
5/8/2019;Oficial;44.00;46.00
5/8/2019;Blue;45.00;46.00
4/8/2019;Oficial;44.00;46.00
4/8/2019;Blue;44.00;46.00
3/8/2019;Oficial;44.00;46.00
3/8/2019;Blue;44.00;46.00
2/8/2019;Oficial;44.00;46.00
2/8/2019;Blue;44.00;46.00
1/8/2019;Oficial;43.00;45.00
1/8/2019;Blue;44.00;45.00
31/7/2019;Oficial;43.00;45.00
31/7/2019;Blue;44.00;45.00
30/7/2019;Oficial;43.00;45.00
30/7/2019;Blue;44.00;45.00
29/7/2019;Oficial;43.00;45.00
29/7/2019;Blue;44.00;45.00
28/7/2019;Oficial;42.00;45.00
28/7/2019;Blue;43.00;45.00
27/7/2019;Oficial;42.00;45.00
27/7/2019;Blue;43.00;45.00
26/7/2019;Oficial;42.00;45.00
26/7/2019;Blue;43.00;45.00
25/7/2019;Oficial;42.00;44.00
25/7/2019;Blue;43.00;45.00
24/7/2019;Oficial;42.00;44.00
24/7/2019;Blue;43.00;44.00
23/7/2019;Oficial;42.00;44.00
23/7/2019;Blue;43.00;44.00
22/7/2019;Oficial;41.00;44.00
22/7/2019;Blue;42.00;44.00
21/7/2019;Oficial;41.00;44.00
21/7/2019;Blue;42.00;44.00
